,person_id,name,occupation,coordinates,year,event_role
0,P00000,Geörg Buelacher,metzger,POINT(2610989.9139797473 1267282.3197789146),1418,start
1,P00000,Georg Buolacher,,POINT(2610989.9139797473 1267282.3197789146),1583,present
2,P00000,Georg Buollacher,,POINT(2611369.003232364 1267246.4616562692),1593,present
3,P00000,Georg Buollacher,metzger,POINT(2611367.1908900486 1267250.15854663),1600,present
4,P00000,Georg Buollacher,metzger,POINT(2611367.1908900486 1267250.15854663),1603,present
5,P00000,Georg Buollacher,metzger,POINT(2611367.1908900486 1267250.15854663),1604,present
6,P00000,Georg Bulacher,metzger,POINT(2610989.9139797473 1267282.3197789146),1604,present
7,P00000,Georg Bulacher,metzger,POINT(2611367.1908900486 1267250.15854663),1608,present
8,P00000,Georg Bulacher,,POINT(2611356.1272668187 1267268.9468961759),1619,present
9,P00000,Georg Buelachen,,POINT(2611019.380269321 1267293.2709140223),1622,present
10,P00000,Geörg Buelacher,,POINT(2610989.9139797473 1267282.3197789146),1622,present
11,P00000,Geörg Bulacher,,POINT(2611133.3045846196 1267221.6957814859),1625,present
12,P00000,Georg Buolacher,metzger,POINT(2611367.1908900486 1267250.15854663),1626,present
13,P00000,Georg Bulacher,,POINT(2610779.189993111 1267350.2746330216),1628,present
14,P00000,Georg Bulacher,meister,POINT(2611375.1229633377 1267215.8970427464),1632,present
15,P00000,Georg Buelacher,,POINT(2610986.587022479 1267292.064152231),1639,present
16,P00000,Georg Bülacher,,POINT(2610989.9139797473 1267282.3197789146),1640,present
17,P00000,Georg Buelacher,,POINT(2611133.3045846196 1267221.6957814859),1642,present
18,P00000,Georg Buelacher,,POINT(2610989.9139797473 1267282.3197789146),1643,present
19,P00000,Georg Buelacher,,POINT(2611246.9546356634 1267215.067877789),1643,present
20,P00000,Georg Bulacher,,POINT(2611302.1800984624 1267231.1171469442),1650,present
21,P00000,Georg Bulacher,,POINT(2611302.1800984624 1267231.1171469442),1651,present
22,P00000,Georg Bulacher,metzger,POINT(2611152.873445645 1267270.5822155203),1652,present
23,P00000,Georg Bulacher,,POINT(2611133.3045846196 1267221.6957814859),1655,present
24,P00000,Georg Buolacher,,POINT(2610989.9139797473 1267282.3197789146),1675,present
25,P00000,Georg Buolacher,,POINT(2610989.9139797473 1267282.3197789146),1679,end
26,P00001,Hans Buolacher,,POINT(2611019.380269321 1267293.2709140223),1583,start
27,P00001,Hanns Buolacher,metzger,POINT(2610823.321234407 1267394.4267014228),1601,present
28,P00001,Hanns Buolacher,metzger,POINT(2610823.321234407 1267394.4267014228),1607,present
29,P00001,Johannes Buolacher,,POINT(2610973.037771125 1267290.9262723147),1612,present
30,P00001,Hanns Bulacher,,POINT(2611389.051963113 1267293.8889905922),1630,present
31,P00001,Hanns Buelacher,metzger,POINT(2610986.587022479 1267292.064152231),1639,present
32,P00001,Hanns Buolacher,metzger,POINT(2611368.561751122 1267216.9636338989),1649,present
33,P00001,Hans Bulacher,metzger|amtmann,POINT(2611368.561751122 1267216.9636338989),1650,present
34,P00001,Hans Bülacher,,POINT(2611133.3045846196 1267221.6957814859),1655,present
35,P00001,Hans Bulacher,,POINT(2611133.3045846196 1267221.6957814859),1656,present
36,P00001,Hanns Bulacher,metzger,POINT(2611470.4805380595 1266667.4485421316),1656,present
37,P00001,Hans Bulacher,metzger,POINT(2611133.3045846196 1267221.6957814859),1657,present
38,P00001,Hanns Bulacher,metzger,POINT(2611581.4341485244 1266602.0160783015),1658,present
39,P00001,Hanns Bulacher,metzger,POINT(2611368.561751122 1267216.9636338989),1658,present
40,P00001,Hanns Buelacher,metzger,POINT(2611344.4553238284 1266834.507515271),1662,present
41,P00001,Hanns Bulacher,metzger,POINT(2611368.561751122 1267216.9636338989),1662,present
42,P00001,Hans Bulacher,metzger,POINT(2610973.037771125 1267290.9262723147),1664,present
43,P00001,Hans Bulacher,metzger,POINT(2610988.568256193 1267301.6224815082),1664,present
44,P00001,Johannes Buolacher,,POINT(2610973.037771125 1267290.9262723147),1668,present
45,P00001,Hanns Bulacher,,POINT(2611371.2127166833 1267205.2294152088),1668,present
46,P00001,Hanns Bulacher,,POINT(2611470.4805380595 1266667.4485421316),1672,present
47,P00001,Hanns Bulacher,,POINT(2611470.4805380595 1266667.4485421316),1674,present
48,P00001,Johannes Buolacher,,POINT(2610973.037771125 1267290.9262723147),1678,end
49,P00002,Anna Schmaltzin,,POINT(2611018.3313008165 1267336.9482539399),1628,start
50,P00002,Anna Schmaltzin,,POINT(2611261.0872990917 1266985.5519096334),1628,present
51,P00002,Anna Schmaltzin,,POINT(2611018.3313008165 1267336.9482539399),1630,end
52,P00003,Theodor Richarts,,POINT(2611357.20974774 1267544.0690849684),1610,start
53,P00003,Theodor Richarts,,POINT(2611018.3313008165 1267336.9482539399),1630,end
54,P00004,Marz Schenckhen,,POINT(2611168.4632808156 1267483.6414939843),1580,start
55,P00004,Marz Schenckhen,,POINT(2611484.4075489743 1267158.9719154122),1581,present
56,P00004,Marz Schenckhen,,POINT(2611054.6441612905 1267307.8499066106),1595,present
57,P00004,Marz Schenckhen,,POINT(2611046.8961949493 1267312.369553643),1608,present
58,P00004,Marz Schenckhen,rat,POINT(2611251.206718196 1267005.7201981235),1609,present
59,P00004,Marz Schenckhen,,POINT(2611046.8961949493 1267312.369553643),1612,present
60,P00004,Marz Schenckh,,POINT(2611018.3313008165 1267336.9482539399),1628,present
61,P00004,Marz Schenckh,,POINT(2611018.3313008165 1267336.9482539399),1630,end
62,P00005,Jacob Fürsten,kürschner,POINT(2611509.1272372175 1267139.4665602923),1564,start
63,P00005,Jacob Fürsten,tischmacher,POINT(2611018.3313008165 1267336.9482539399),1628,present
64,P00005,Jacob Fürsten,tischmacher,POINT(2611018.3313008165 1267336.9482539399),1630,end
65,P00006,Ottmans zem houpt,,POINT(2611312.5189530025 1267625.5278503161),1413,start
66,P00006,Ottmans zem Houpt,,POINT(2611285.9980185227 1267641.224573748),1413,present
67,P00006,Ottmans zem houpt,,POINT(2610777.402055839 1267468.616003492),1419,end
68,P00007,Anderes Hüber,,POINT(2611146.4609205155 1267556.7742536007),1540,start
69,P00007,Anderes Huber,,POINT(2611146.4609205155 1267556.7742536007),1561,present
70,P00007,Anderes Hüber,,POINT(2611150.3985230844 1267647.5958049134),1566,present
71,P00007,Anderes Huber,lohnherr,POINT(2611150.3985230844 1267647.5958049134),1568,end
72,P00008,Daniel Burckharten,,POINT(2611227.6930255853 1267548.9301921634),1602,start
73,P00008,Daniel Burckharten,,POINT(2611932.799739938 1267093.8830160873),1624,present
74,P00008,Daniel Burckhardtin,,POINT(2611227.6930255853 1267548.9301921634),1637,end
75,P00009,Peter Storckhen,,POINT(2611227.6930255853 1267548.9301921634),1637,start
76,P00009,Peter Storckhen,,POINT(2611227.6930255853 1267548.9301921634),1638,present
77,P00009,Peter Storckhen,handelsmann,POINT(2611265.64341772 1267571.6978298961),1688,end
78,P00010,Heinrich von Brum,watmann,POINT(2611182.347350664 1267498.5372757302),1463,start
79,P00010,Heinrich von Brunn,,POINT(2611259.6763919033 1267359.3527153993),1466,present
80,P00010,Heinrich von Brunn,schneider,POINT(2611182.347350664 1267498.5372757302),1466,present
81,P00010,Heinrich von Brunn,,POINT(2611705.442265967 1267130.842745939),1468,present
82,P00010,Heinrich von Brunn,,POINT(2611253.091373837 1267639.6987865842),1468,present
83,P00010,Heinrich von Brunn,,POINT(2611123.7198974844 1267329.5246354775),1474,present
84,P00010,Heinrich von Brun,,POINT(2611049.211106611 1267471.5169281224),1474,present
85,P00010,Heinrich von Brunn,,POINT(2611048.954314893 1267477.296427448),1474,present
86,P00010,Heinrich von Brunn,,POINT(2611152.873445645 1267270.5822155203),1476,present
87,P00010,Heinrich von Brunn,,POINT(2611182.347350664 1267498.5372757302),1477,present
88,P00010,Heinrich von brum,watmann,POINT(2611220.427504282 1267468.6860656869),1477,present
89,P00010,Heinrich von Brunn,,POINT(2611153.017684742 1267515.504435732),1477,present
90,P00010,Heinrichen von Brunn,,POINT(2611545.410444353 1268011.0768822934),1479,present
91,P00010,Heinrich von Brunn,,POINT(2611182.347350664 1267498.5372757302),1479,present
92,P00010,Heinrich von Brunn,rat,POINT(2611143.9928496047 1267458.66705554),1480,present
93,P00010,Heinrich von Brun,rat,POINT(2611212.709678979 1267647.1082226995),1481,present
94,P00010,Heinrich von Brunn,,POINT(2611255.9602012923 1267444.5487429681),1482,present
95,P00010,Heinrich von Brum,,POINT(2611080.8625487597 1267372.5526645072),1482,present
96,P00010,Heinrich von Brunn,rat,POINT(2611208.9684703434 1267641.1412953837),1482,present
97,P00010,Heinrich von Brunn,,POINT(2611846.157358967 1267122.3203653921),1482,present
98,P00010,Heinrich von Brunn,rat,POINT(2611101.1539599868 1267479.078610186),1482,present
99,P00010,Heinrich von Brunn,,POINT(2611363.947564192 1267276.102512894),1482,present
100,P00010,Heinrich von Brunn,rat,POINT(2611179.436419678 1267790.04692584),1482,present
101,P00010,Heinrich von Brun,,POINT(2611150.4128841655 1267260.7544973688),1483,present
102,P00010,Heinrich von Brunn,rat,POINT(2611150.307750394 1267840.0864877058),1483,present
103,P00010,Heinrich von Brunn,,POINT(2611201.1958272685 1267437.3666291423),1483,present
104,P00010,Heinrich von Brunn,,POINT(2611203.6003858615 1267702.3011965721),1484,present
105,P00010,Heinrich von Brunn,,POINT(2611244.2152519976 1267519.4138318074),1485,present
106,P00010,Heinrich von Brunn,,POINT(2611097.219416778 1267559.739548776),1485,present
107,P00010,Heinrich von Brunn,,POINT(2611244.2152519976 1267519.4138318074),1486,present
108,P00010,Heinrich von Brunn,,POINT(2611203.6003858615 1267702.3011965721),1486,present
109,P00010,Heinrich von Brunn,rat,POINT(2611097.219416778 1267559.739548776),1486,present
110,P00010,Heinrich von Brun,,POINT(2611049.211106611 1267471.5169281224),1486,present
111,P00010,Heinrichen von Brunn,rat,POINT(2611140.7989151333 1267699.6066499387),1487,present
112,P00010,Heinrich von Brun,,POINT(2611049.211106611 1267471.5169281224),1487,present
113,P00010,Heinrichen von Brunn,rat,POINT(2611184.376508192 1267634.6402923772),1487,present
114,P00010,Heinrich von Brunn,,POINT(2611109.771457741 1267553.8246330868),1488,present
115,P00010,Heinrich von Brunn,rat,POINT(2611107.659015674 1267818.6863157903),1489,present
116,P00010,Heinrich von Brunn,,POINT(2611208.9684703434 1267641.1412953837),1490,present
117,P00010,Heinrich von Brunn,,POINT(2611306.482711408 1267416.1627902442),1490,present
118,P00010,Heinrich von Brun,,POINT(2611049.211106611 1267471.5169281224),1492,end
119,P00011,Hanns Helweckh,kornschreiber,POINT(2611323.7259733095 1267014.4925203305),1571,start
120,P00011,Hanns Helweckh,kornschreiber,POINT(2611532.17816734 1267074.8281157815),1571,present
121,P00011,Hansen Helwekh,kornschreiber,POINT(2611323.7259733095 1267014.4925203305),1582,end
122,P00012,Joachim Tegenhart,papierer,POINT(2612042.4920336762 1267113.5266624375),1553,start
123,P00012,Joachim Degenhart,papierer,POINT(2612034.322542234 1267077.7934666043),1561,present
124,P00012,Joachim Tegenhart,,POINT(2611323.7259733095 1267014.4925203305),1571,present
125,P00012,Joachim Tegenhart,,POINT(2611532.17816734 1267074.8281157815),1571,end
126,P00013,Niclaus Schürer,,POINT(2611323.7259733095 1267014.4925203305),1571,start
127,P00013,Niclaus Schürer,,POINT(2611532.17816734 1267074.8281157815),1571,end
128,P00014,Ruman Metzger,wollweber,POINT(2611323.7259733095 1267014.4925203305),1571,start
129,P00014,Ruman Metzger,wollweber,POINT(2611532.17816734 1267074.8281157815),1571,end
130,P00015,Margretha Erny,,POINT(2611532.17816734 1267074.8281157815),1550,start
131,P00015,Margretha Erny,,POINT(2611323.7259733095 1267014.4925203305),1571,present
132,P00015,Margretha Erny,,POINT(2611532.17816734 1267074.8281157815),1571,end
133,P00016,Jacob Suracher,schuhmacher,POINT(2611237.465567834 1267618.5198227596),1511,start
134,P00016,Jacob Suracher,schuhmacher|rat,POINT(2611237.465567834 1267618.5198227596),1515,present
135,P00016,Jacob Suracher,,POINT(2611451.6517668194 1267779.555361138),1522,present
136,P00016,Jacob Suracher,,POINT(2611754.4848350915 1267735.4001842232),1522,present
137,P00016,Jacob Suracher,schuhmacher,POINT(2611474.666131542 1267803.4724328849),1523,present
138,P00016,Jacob Suracher,wirt,POINT(2611176.2019884246 1267546.9582404047),1559,present
139,P00016,Jacob Suracher,,POINT(2611196.341498096 1267719.0014988114),1559,present
140,P00016,Jacob Suracher,,POINT(2611196.341498096 1267719.0014988114),1561,present
141,P00016,Jacob Suracher,,POINT(2611196.341498096 1267719.0014988114),1567,end
142,P00017,Simon Bidermans,,POINT(2611234.3984736972 1267614.4841725791),1495,start
143,P00017,Symon Bydermanns,,POINT(2611234.3984736972 1267614.4841725791),1502,present
144,P00017,Symon Bydermanns,stadtkäufer,POINT(2611237.465567834 1267618.5198227596),1515,present
145,P00017,Symon Bidermans,stadtkäufer,POINT(2610946.944780552 1268173.5994771519),1516,present
146,P00017,Simon Bidermans,,POINT(2611143.5911402064 1267703.2203868793),1522,present
147,P00017,Simon Bidermans,,POINT(2611520.285364122 1267000.62371093),1522,present
148,P00017,Simon Bidermans,stadtkäufer,POINT(2611237.480676406 1267629.0659482966),1526,end
149,P00018,Schliffer Hausmann,,POINT(2611159.33738082 1267404.9359966167),1420,start
150,P00018,Hausmann Schliffer,messerschmied,POINT(2611236.478024299 1267712.8835428788),1422,end
151,P00019,Rudolph . Hertzog,wollweber,POINT(2611284.3088644636 1267295.3069421037),1626,start
152,P00019,Rudolf Herzog,,POINT(2611226.823244216 1267697.842411802),1632,present
153,P00019,Rudolf Herzog,wollweber,POINT(2611279.022349255 1267337.3663579207),1638,present
154,P00019,Rudolff Hertzog,,POINT(2611284.3088644636 1267289.101646712),1638,present
155,P00019,Rudolff Hertzog,wollweber,POINT(2611284.3088644636 1267295.3069421037),1640,present
156,P00019,Rudolph Hertzog,,POINT(2611265.815663118 1267273.4543820443),1641,present
157,P00019,Rudolph Hertzog,,POINT(2611265.815663118 1267273.4543820443),1643,present
158,P00019,Rudolf Hertzog,,POINT(2611265.815663118 1267273.4543820443),1646,present
159,P00019,Rudolph Hertzog,,POINT(2611265.815663118 1267273.4543820443),1653,present
160,P00019,Rudolph Hertzog,wollweber,POINT(2611265.815663118 1267273.4543820443),1659,present
161,P00019,Rudolff Hertzog,wollweber,POINT(2611265.815663118 1267273.4543820443),1661,present
162,P00019,Rudolph Hertzog,dreher,POINT(2611503.1736354246 1267790.1215433837),1681,present
163,P00019,Rudolph Hertzog,dreher,POINT(2611498.2620383906 1267795.1500325229),1682,present
164,P00019,Rudolf Hertzog,wollweber,POINT(2611279.022349255 1267337.3663579207),1686,end
165,P00020,Rudolf Schenck,,POINT(2611298.5341807804 1267170.4779342075),1510,start
166,P00020,Rudolff Schengk,schlosser,POINT(2611298.5341807804 1267170.4779342075),1513,present
167,P00020,Rudolff Schenck,,POINT(2611298.5341807804 1267170.4779342075),1521,present
168,P00020,Rudolf Schenck,schlosser,POINT(2611222.456232828 1267465.2003634444),1522,present
169,P00020,Rudolff Schenkh,,POINT(2611225.8129163976 1267453.0785257162),1525,present
170,P00020,Rudolf Schenck,schlosser,POINT(2611298.5341807804 1267170.4779342075),1526,present
171,P00020,Rudolff Schenkh,,POINT(2611225.8129163976 1267453.0785257162),1526,present
172,P00020,Rudolf Scheunch,kartenmaler,POINT(2611331.9720672974 1267260.5951991538),1528,present
173,P00020,Rudolf Schenck,krämer,POINT(2611298.5341807804 1267170.4779342075),1529,present
174,P00020,Rudolff Schenck,,POINT(2611298.5341807804 1267170.4779342075),1531,present
175,P00020,Rudolff Schenck,,POINT(2611331.9720672974 1267260.5951991538),1531,present
176,P00020,Rudolff Schenck,,POINT(2611361.6321439766 1267235.97886013),1533,present
177,P00020,Rudolff Schenkh,,POINT(2611225.8129163976 1267453.0785257162),1541,present
178,P00020,Rudolff Schenkh,schlosser,POINT(2611298.5341807804 1267170.4779342075),1548,end
179,P00021,Hansen Besserer,,POINT(2611063.566948868 1267961.8015641079),1487,start
180,P00021,Hansen Besserer,kartenmaler,POINT(2611361.6321439766 1267235.97886013),1533,end
181,P00022,Lorentz Tremer,schuhmacher,POINT(2611222.411167337 1267609.6361288768),1493,start
182,P00022,Lorentz Treymer,,POINT(2611222.411167337 1267609.6361288768),1520,present
183,P00022,Lorentz Trämer,schuhmacher,POINT(2611170.529227624 1267439.8875055255),1556,present
184,P00022,Lorentz Threymer,,POINT(2611174.897878202 1267440.6213341479),1565,present
185,P00022,Lorentz Treumer,schuhmacher,POINT(2611174.897878202 1267440.6213341479),1571,end
186,P00023,Hanns Huser,,POINT(2611313.8924553543 1267393.00507368),1503,start
187,P00023,Hansen Hüsern,kaplan,POINT(2611515.478529749 1267122.6226583137),1513,present
188,P00023,Hanns Hüser,,POINT(2611223.472831778 1267553.8337317556),1515,present
189,P00023,Hanns Hüsler,,POINT(2611295.976175114 1267047.0095284944),1521,present
190,P00023,Hans Hüsler,weber,POINT(2611295.976175114 1267047.0095284944),1522,present
191,P00023,Hanns Hüsler,,POINT(2611295.976175114 1267047.0095284944),1528,present
192,P00023,Hans Hüssler,,POINT(2611813.330611333 1267669.8868984156),1534,present
193,P00023,Hanns Hüsler,weber,POINT(2611295.976175114 1267047.0095284944),1541,present
194,P00023,Hanns Hüssler,weber,POINT(2611295.976175114 1267047.0095284944),1543,present
195,P00023,Hans Hüsers,helfer,POINT(2611123.568925381 1267810.4173381412),1544,present
196,P00023,Hansen Hüsers,,POINT(2611107.659015674 1267818.6863157903),1546,present
197,P00023,Hans Hüsler,rebmann,POINT(2611317.121070567 1267619.6904379511),1546,present
198,P00023,Hanns Hüsster,rebmann,POINT(2611821.1764386618 1267636.0715877265),1549,present
199,P00023,Johans Huse,,POINT(2610775.1369411214 1267449.9942742747),1551,present
200,P00023,Hans Hüsler,,POINT(2611257.9508232996 1267364.9021407668),1555,present
201,P00023,Hanns Hüsler,schuhmacher,POINT(2611257.9508232996 1267364.9021407668),1567,present
202,P00023,Hans Hüsler,seiler,POINT(2611257.9508232996 1267364.9021407668),1568,present
203,P00023,Hans Hüsler,,POINT(2611257.9508232996 1267364.9021407668),1569,present
204,P00023,Hans Hüsler,,POINT(2611442.2713125222 1267849.6202178262),1571,present
205,P00023,Hanns Hüsler,gremper,POINT(2611196.739533496 1267567.5146212203),1581,present
206,P00023,Hanns Hüsler,seiler,POINT(2611259.6763919033 1267359.3527153993),1588,present
207,P00023,Hans Hüsler,seiler,POINT(2611257.9508232996 1267364.9021407668),1589,present
208,P00023,Hans Hüsler,,POINT(2611442.2713125222 1267849.6202178262),1589,present
209,P00023,Hanns Hüsler,gremper,POINT(2611196.739533496 1267567.5146212203),1593,present
210,P00023,Hanns Hüser,,POINT(2611551.8119140523 1267700.7053636194),1600,end
211,P00024,Heinrich Siner,,POINT(2611475.270755789 1267191.1790275606),1459,start
212,P00024,Heinrich Siner,,POINT(2611401.637918925 1267343.4082118105),1461,present
213,P00024,Heinrich Siner,,POINT(2611456.029962164 1267195.2142327034),1480,end
214,P00025,Hans Scherrer,schneider,POINT(2611475.270755789 1267191.1790275606),1459,start
215,P00025,Hanns Scherrer,,POINT(2611475.270755789 1267191.1790275606),1464,present
216,P00025,Hanns Scherer,,POINT(2611612.5156783266 1266952.1460070997),1469,present
217,P00025,Hans Scherer,kübler,POINT(2611446.075896111 1267916.8794376866),1478,present
218,P00025,Hans Scherrer,schaffner,POINT(2611140.6799310325 1267418.463388408),1479,present
219,P00025,Hanns Scherrer,schaffner,POINT(2611137.1365413154 1267413.266416823),1479,present
220,P00025,Hans scherer,schneider,POINT(2611456.029962164 1267195.2142327034),1480,present
221,P00025,Hanns Scherrer,schaffner,POINT(2611137.1365413154 1267413.266416823),1480,present
222,P00025,Hanns Scherrer,,POINT(2611137.1365413154 1267413.266416823),1481,present
223,P00025,Hans Scherer,metzger,POINT(2611152.873445645 1267270.5822155203),1481,present
224,P00025,Hanns Scherrer,schaffner,POINT(2611137.1365413154 1267413.266416823),1482,present
225,P00025,Hanns Scherer,metzger,POINT(2611176.9037697166 1267272.1744339461),1483,present
226,P00025,Hans Scherer,,POINT(2611676.143877335 1267682.0183070595),1502,present
227,P00025,Hanns . Scherer,,POINT(2611264.779356358 1267444.4405802987),1520,present
228,P00025,Hans Scherer,scherer,POINT(2611297.358660449 1267263.3989014733),1526,present
229,P00025,Hans Scherer,,POINT(2611153.095323528 1267452.131462702),1526,present
230,P00025,Hanns Scherer,,POINT(2611543.9038232663 1267050.9543798016),1531,present
231,P00025,Hans Scherer,scherer,POINT(2611297.358660449 1267263.3989014733),1532,end
232,P00026,Eberhart von Villibach,,POINT(2611475.270755789 1267191.1790275606),1464,start
233,P00026,Eberhart von Willbach,schneider,POINT(2611475.270755789 1267191.1790275606),1471,present
234,P00026,Eberhart von Walbach,schneider,POINT(2611456.029962164 1267195.2142327034),1480,end
235,P00027,Martin Lebart,schaffner,POINT(2611284.8859377317 1267445.7386366418),1497,start
236,P00027,Martin Lebart,,POINT(2610801.797739312 1267431.901283823),1500,present
237,P00027,Martin Lebart,,POINT(2611227.807000484 1267320.5325416022),1500,present
238,P00027,Martin Lehbart,schaffner,POINT(2611149.8076952915 1267652.727052408),1501,present
239,P00027,Martin Leopart,schaffner,POINT(2611576.356241475 1267989.7131488258),1506,present
240,P00027,Marti Leopard,,POINT(2611142.8523480888 1267847.5819310807),1508,present
241,P00027,Martin Lepart,schaffner,POINT(2611588.538029728 1267946.226534587),1509,present
242,P00027,Martin Liebart,,POINT(2611004.384599991 1267553.2318438534),1510,present
243,P00027,Martin Lebart,,POINT(2611004.384599991 1267553.2318438534),1511,present
244,P00027,Martin Leobart,schaffner,POINT(2611004.384599991 1267553.2318438534),1512,present
245,P00027,Martin Leopart,,POINT(2611267.8880728916 1267647.6339402536),1523,present
246,P00027,Martin Leopart,,POINT(2611121.702685241 1267753.3942569115),1525,present
247,P00027,Martin Leopart,,POINT(2611088.234612523 1267819.8015471112),1526,present
248,P00027,Martin Leopart,,POINT(2611088.234612523 1267819.8015471112),1527,present
249,P00027,Martin Leopart,,POINT(2611424.1119503714 1267174.9846925568),1534,present
250,P00027,Martin Leopart,,POINT(2611189.9138784097 1267613.2405086125),1537,present
251,P00027,Martin Leopart,,POINT(2611088.234612523 1267819.8015471112),1537,present
252,P00027,Martin Leopart,,POINT(2611478.1812309315 1267871.8515422011),1537,present
253,P00027,Martin Leopart,,POINT(2611478.1812309315 1267871.8515422011),1539,end
254,P00028,Bernhardt Thürr,rebmann,POINT(2611128.051984066 1267682.1938552647),1614,start
255,P00028,Bernhardt Thüre,,POINT(2611905.3014802583 1267112.6609276864),1630,present
256,P00028,Bernhardt Thürr,,POINT(2611905.3014802583 1267112.6609276864),1633,present
257,P00028,Bernhardt Thürr,,POINT(2611905.3014802583 1267112.6609276864),1634,present
258,P00028,Bernhardt Thürr,,POINT(2611905.3014802583 1267112.6609276864),1635,end
259,P00029,Hanns Schürer,,POINT(2611254.0475211227 1267444.1683880573),1461,start
260,P00029,Hanns Schürer,,POINT(2610962.2489427333 1267305.3958920303),1490,end
261,P00030,Jacob von Eptingen,,POINT(2610953.4442251693 1267720.1225755524),1476,start
262,P00030,Jacobs von Eptingen,,POINT(2610946.7333173873 1267726.8334833342),1478,present
263,P00030,Jacob von Eptingen,,POINT(2611081.884294442 1267935.247919706),1484,present
264,P00030,Jacob von Eptingen,,POINT(2610962.2489427333 1267305.3958920303),1490,present
265,P00030,Jacob von Eptingen,,POINT(2611266.39360016 1267478.6939061182),1496,present
266,P00030,Jacobs von Eptingen,,POINT(2611052.5499654235 1267405.0637559928),1498,present
267,P00030,Jacob von Eptingen,,POINT(2611515.417462949 1267964.9503438692),1509,present
268,P00030,Jacobs von Eptingen,,POINT(2611316.080547386 1267522.8418285719),1511,present
269,P00030,Jacob von Eptingen,,POINT(2612384.896294253 1267124.9421592886),1519,present
270,P00030,Jacob von Eptingen,,POINT(2611401.5532224425 1267193.7813888518),1525,present
271,P00030,Jacob von Eptingen,,POINT(2611196.341498096 1267719.0014988114),1525,present
272,P00030,Jacob von Eptingen,,POINT(2611196.341498096 1267719.0014988114),1527,present
273,P00030,Jacobs von Eptingen,,POINT(2611196.341498096 1267719.0014988114),1529,end
274,P00031,Hans Fischmacher,,POINT(2611101.3982817796 1267827.1616244265),1447,start
275,P00031,Hans Fischmacher,,POINT(2611101.3982817796 1267827.1616244265),1450,present
276,P00031,Hans Fischmacher,,POINT(2611873.3548025955 1266852.6137728435),1491,present
277,P00031,Hans Fischmacher,,POINT(2611873.3548025955 1266852.6137728435),1498,present
278,P00031,Hans Fischmacher,,POINT(2611851.422508041 1267107.4910056428),1506,end
279,P00032,Oswald Wartenberg,flegler,POINT(2611291.9495377834 1267416.6111134596),1423,start
280,P00032,Oswald Wartenberg,,POINT(2611169.1674021203 1267811.7667163494),1426,end
281,P00033,Hanns von Eschiberg,zinsmeister,POINT(2611416.9223500798 1267348.869789551),1447,start
282,P00033,Hanns von Eschiberg,schaffner,POINT(2611161.7988237753 1267398.1384336762),1452,end
283,P00034,Jacoben Rüedin,,POINT(2610926.811087099 1267351.119961995),1526,start
284,P00034,Jacoben Rudin,,POINT(2611264.779356358 1267444.4405802987),1529,present
285,P00034,Jacoben Rudin,,POINT(2611259.785561631 1267445.3094527894),1529,present
286,P00034,Jacoben Rudyn,,POINT(2611164.2617392717 1267694.968686729),1544,present
287,P00034,Jacoben Rüdyn,,POINT(2611149.539379012 1267676.2685819175),1544,present
288,P00034,Jacoben Rüedin,oberster zunftmeister,POINT(2611144.666654765 1267452.7396487584),1567,present
289,P00034,Jacoben Rudin,zunftmeister,POINT(2611301.6889685756 1267106.937925316),1569,present
290,P00034,Jacoben Rüedin,,POINT(2610917.4910930465 1267988.2001795978),1590,end
291,P00035,Lienhart Wentzen,tuchscherer,POINT(2611270.1392910625 1267445.9027820209),1508,start
292,P00035,Lienhart Wentz,,POINT(2611269.8856835426 1267439.1821827407),1522,present
293,P00035,Lienhart Wentz,,POINT(2611269.8856835426 1267439.1821827407),1524,present
294,P00035,Lienhart Wentzen,,POINT(2611264.779356358 1267444.4405802987),1529,end
295,P00036,Wilhamen Welfflin,,POINT(2611264.779356358 1267444.4405802987),1529,start
296,P00036,Wilhamen Welfflin,,POINT(2611259.785561631 1267445.3094527894),1529,end
297,P00037,Caspar Fruch,nagelschmied,POINT(2611448.8129771994 1267930.673036244),1657,start
298,P00037,Caspar Fruch,nagelschmied,POINT(2611448.8129771994 1267930.673036244),1666,present
299,P00037,Caspar Fruch,nagelschmied,POINT(2611456.3721153336 1267946.740272217),1672,present
300,P00037,Caspar Fruch,nagelschmied,POINT(2611448.8129771994 1267930.673036244),1672,present
301,P00037,Caspar Fruch,nagler,POINT(2611448.8129771994 1267930.673036244),1674,present
302,P00037,Caspar Fruch,nagelschmied,POINT(2611448.8129771994 1267930.673036244),1679,present
303,P00037,Caspar Fruch,maler,POINT(2611448.8129771994 1267930.673036244),1683,present
304,P00037,Caspar Fruch,maler,POINT(2611456.3721153336 1267946.740272217),1683,present
305,P00037,Caspar Frche,nagler,POINT(2611448.8129771994 1267930.673036244),1692,present
306,P00037,Caspar Fruch,nagler,POINT(2611447.0528579024 1267923.103930628),1699,end
307,P00038,Peter Nöthig,schmied,POINT(2611510.3632334173 1267946.6821685277),1671,start
308,P00038,Peter Notig,schmied,POINT(2611510.3632334173 1267946.6821685277),1674,present
309,P00038,Peter Notig,schmied,POINT(2611468.0004968797 1267937.582978885),1676,present
310,P00038,Peter Nöthig,hufschmied,POINT(2611447.0528579024 1267923.103930628),1699,present
311,P00038,Peter Nötig,,POINT(2611446.075896111 1267916.8794376866),1699,end
