,person_id,name,occupation,coordinates,year,event_role
14300,P01953,Hans Zegdenhammer,schmied,POINT(2611618.982304389 1267902.3755703333),1502,start
14301,P01953,Hanns Zoichdenhamer,,POINT(2611618.982304389 1267902.3755703333),1507,present
14302,P01953,Hanns Zoichdenhamer,,POINT(2611590.527405643 1267865.5635927422),1508,present
14303,P01953,Hanns Zoichdenhamer,hufschmied,POINT(2611700.2089479016 1267636.9656856311),1509,present
14304,P01953,Hanns Zoichdenhamer,,POINT(2611528.6007613703 1267883.9676716418),1511,end
14305,P01954,Heinrich Walder,koch,POINT(2611223.4307836294 1267668.280763283),1424,start
14306,P01954,Heinrich Walther,schuhmacher,POINT(2610818.631658596 1267367.8023817658),1427,present
14307,P01954,Heinrich Walther,,POINT(2611223.4307836294 1267668.280763283),1437,present
14308,P01954,Heinrich Walther,schuhmacher|vogt,POINT(2610823.321234407 1267394.4267014228),1446,present
14309,P01954,Heinrich Walther,schuhmacher,POINT(2610823.321234407 1267394.4267014228),1447,present
14310,P01954,Heinrich Walther,schuhmacher,POINT(2611261.1717618722 1267281.0017638197),1451,present
14311,P01954,Heinrich Walther,schuhmacher,POINT(2610823.321234407 1267394.4267014228),1454,present
14312,P01954,Heinrich Walther,schuhmacher,POINT(2611261.1717618722 1267281.0017638197),1459,present
14313,P01954,Heinrich Walther,schuhmacher,POINT(2610823.321234407 1267394.4267014228),1462,present
14314,P01954,Heinrich Walther,schuhmacher,POINT(2611098.8222470884 1267379.266581751),1463,present
14315,P01954,Heinrich Walther,,POINT(2611142.3502425286 1267669.5452188968),1469,present
14316,P01954,Heinrich Walther,schuhmacher,POINT(2610823.321234407 1267394.4267014228),1469,present
14317,P01954,Heinrich Walther,,POINT(2611128.051984066 1267682.1938552647),1470,present
14318,P01954,Heinrich Walther,schuhmacher,POINT(2611103.176429359 1267381.9800294153),1472,present
14319,P01954,Heinrich Walther,schuhmacher,POINT(2611261.1717618722 1267281.0017638197),1473,end
14320,P01955,"Clausen , Heltprunnen",hufschmied,POINT(2610839.2571650376 1267413.0547691856),1424,start
14321,P01955,Clausen Heltprunnen,,POINT(2610823.321234407 1267394.4267014228),1447,end
14322,P01956,Melchior Gugger,schaffner,POINT(2611449.3254953832 1267208.887085688),1617,start
14323,P01956,Melchior Gugger,schaffner,POINT(2611055.077670637 1267373.6698037144),1617,present
14324,P01956,Melchior Gugger,schaffner,POINT(2611261.6982418005 1267445.6898077002),1617,present
14325,P01956,Melchior Gugger,schaffner,POINT(2611101.3873674753 1267282.559936847),1617,present
14326,P01956,Melchior Gugger,schaffner,POINT(2611157.285415942 1267548.840943884),1617,present
14327,P01956,Melchior Gugger,schaffner,POINT(2611700.635475638 1266803.891122549),1619,present
14328,P01956,Melchior Gugger,schaffner,POINT(2611696.2556046494 1266808.19888089),1619,present
14329,P01956,Melchior Gugger,schaffner,POINT(2611101.3873674753 1267282.559936847),1625,present
14330,P01956,Melchior Gugger,obervogt,POINT(2611673.229249304 1267828.0394795826),1635,present
14331,P01956,Melchior Gugger,obervogt,POINT(2611673.229249304 1267828.0394795826),1636,present
14332,P01956,Melchior Gugger,,POINT(2611242.5670010066 1267414.853714663),1643,present
14333,P01956,Melchior Gugger,,POINT(2611304.4443414425 1267672.4113170877),1650,present
14334,P01956,Melchior Gugger,,POINT(2612140.8119677496 1267033.729416969),1668,end
14335,P01957,Hanns Jacob Bachofen,weinmann,POINT(2611449.3254953832 1267208.887085688),1617,start
14336,P01957,Hans Jacob Bachoffen,weinmann,POINT(2611452.672265297 1267202.46676235),1621,present
14337,P01957,Johann Jacob Bachofen,weinschenk,POINT(2611452.672265297 1267202.46676235),1624,present
14338,P01957,Hans Jacob Bachofen,,POINT(2611125.3980537285 1267847.8699990795),1625,present
14339,P01957,Hanns Jacob Bachofen,,POINT(2611244.2152519976 1267519.4138318074),1628,present
14340,P01957,Hans Jacob Bachofen,,POINT(2611366.9273429434 1267330.0854218162),1672,present
14341,P01957,Hanns Jacob Bachofen,hutmacher,POINT(2611280.6791560594 1267666.0808031256),1678,present
14342,P01957,Hans Jacob Bachofen,,POINT(2611111.4176179096 1267773.3672726902),1679,present
14343,P01957,Hanns Jacob Bachofen,hutmacher,POINT(2611266.2639720524 1267260.209057279),1682,present
14344,P01957,Hanns Jacob Bachofen,,POINT(2611114.6155206067 1267796.2855753521),1683,present
14345,P01957,Hans Jacob Bachofer,,POINT(2611137.1237903484 1267434.135293966),1684,end
14346,P01958,Lux Hoffman,rebmann,POINT(2611579.7876925636 1267984.034379951),1518,start
14347,P01958,Lux Hoffman,,POINT(2611801.3877182896 1267706.8182360881),1519,present
14348,P01958,Lux Hoffman,rebmann,POINT(2611579.7876925636 1267984.034379951),1521,present
14349,P01958,Lux Hofmann,,POINT(2611579.7876925636 1267984.034379951),1541,present
14350,P01958,Lux Hoffmann,,POINT(2611579.7876925636 1267984.034379951),1545,end
14351,P01959,Petter Gutman,,POINT(2611963.575697153 1267120.0360337913),1486,start
14352,P01959,Peter Gutman,,POINT(2611963.575697153 1267120.0360337913),1551,present
14353,P01959,Peter Gutman,rebmann,POINT(2611963.575697153 1267120.0360337913),1556,present
14354,P01959,Peter Gutman,rebmann,POINT(2611958.283953532 1267118.5223553965),1557,present
14355,P01959,Peter gutmann,rebmann,POINT(2611958.283953532 1267118.5223553965),1558,present
14356,P01959,Peter gutman,rebmann,POINT(2611973.148925363 1267121.6884917272),1564,end
14357,P01960,Hans Tüfel,,POINT(2611468.7390591777 1266790.9055021058),1450,start
14358,P01960,Hans Tüfel,schindler,POINT(2611973.148925363 1267121.6884917272),1452,present
14359,P01960,Hanns Tufel,schindler,POINT(2611973.148925363 1267121.6884917272),1453,present
14360,P01960,Hans Tüfel,,POINT(2611063.1750774933 1267384.4515679735),1460,present
14361,P01960,Hanns Tufel,,POINT(2611063.1750774933 1267384.4515679735),1476,present
14362,P01960,Hans Tüfel,,POINT(2611063.1750774933 1267384.4515679735),1477,present
14363,P01960,Hans tiffel,,POINT(2610894.1063488415 1268273.839092642),1498,present
14364,P01960,Hans Tüfel,,POINT(2610894.1063488415 1268273.839092642),1513,end
14365,P01961,Claus Howenstein,,POINT(2611100.0547342133 1267474.3580304645),1477,start
14366,P01961,Claus Howenstein,,POINT(2611100.0547342133 1267474.3580304645),1480,present
14367,P01961,Claus Howenstein,,POINT(2611100.0547342133 1267474.3580304645),1504,present
14368,P01961,Claus Höwenstein,,POINT(2611143.9928496047 1267458.66705554),1504,end
14369,P01962,Peter Halbsen,,POINT(2611860.613016914 1267120.6357381272),1544,start
14370,P01962,Peter Halbysen,,POINT(2611860.613016914 1267120.6357381272),1545,present
14371,P01962,Petter Halbysen,,POINT(2611860.613016914 1267120.6357381272),1551,present
14372,P01962,Peter Halbysen,schaffner,POINT(2611860.613016914 1267120.6357381272),1556,present
14373,P01962,Peter Halbysen,schaffner,POINT(2611634.0700879083 1266913.4183025812),1566,present
14374,P01962,Peter Halbysen,schaffner,POINT(2611154.3933235565 1267717.7510262593),1568,present
14375,P01962,Peter Halbysen,schaffner,POINT(2611385.122655934 1267317.693320633),1568,present
14376,P01962,Peter Halbysen,schaffner,POINT(2611154.3933235565 1267717.7510262593),1569,present
14377,P01962,Peter Halbysen,schaffner,POINT(2611315.6990053165 1267189.4415090105),1569,present
14378,P01962,Petter Halbsen,,POINT(2611860.613016914 1267120.6357381272),1570,present
14379,P01962,Petter Halbssen,,POINT(2611860.613016914 1267120.6357381272),1572,end
14380,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1453,start
14381,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1671,present
14382,P01963,Jacob Krämer,kupferschmied,POINT(2611143.9502996756 1267503.1465045912),1685,present
14383,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1687,present
14384,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1690,present
14385,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1691,present
14386,P01963,Jacob Krämer,kupferschmied,POINT(2611231.859199023 1267677.8399182344),1692,end
14387,P01964,Mathis Grüeninger,küfer,POINT(2611623.7570671993 1266932.5933079345),1621,start
14388,P01964,Mathis Grüeninger,küfer,POINT(2611623.7570671993 1266932.5933079345),1627,present
14389,P01964,Mathis Grueninger,küfer,POINT(2611627.698033976 1266923.9751701646),1637,present
14390,P01964,Mathis Grüninger,küfer,POINT(2611634.0700879083 1266913.4183025812),1638,present
14391,P01964,Mathis Grüninger,küfer,POINT(2611593.902346138 1266953.7358004749),1640,present
14392,P01964,Mathis Grüenninger,küfer,POINT(2611623.7570671993 1266932.5933079345),1641,present
14393,P01964,Mathis Grienninger,küfer,POINT(2611593.902346138 1266953.7358004749),1651,present
14394,P01964,Mathis Grienninger,küfer,POINT(2611306.4134898055 1266921.0330566443),1661,present
14395,P01964,Mathis Grienninger,küfer,POINT(2611593.902346138 1266953.7358004749),1661,present
14396,P01964,Mathis Grienninger,küfer,POINT(2611306.4134898055 1266921.0330566443),1662,present
14397,P01964,Mathis Grüninger,küfer,POINT(2611306.4134898055 1266921.0330566443),1664,present
14398,P01964,Mathis Grueninger,küfer,POINT(2611593.902346138 1266953.7358004749),1668,present
14399,P01964,Mathis Grueninger,küfer,POINT(2611593.902346138 1266953.7358004749),1674,present
14400,P01964,Mathis Grüninger,küfer,POINT(2611623.7570671993 1266932.5933079345),1681,present
14401,P01964,Mathis Grieninger,küfer,POINT(2611634.0700879083 1266913.4183025812),1688,present
14402,P01964,Mathis Grüninger,,POINT(2611593.902346138 1266953.7358004749),1688,end
14403,P01965,Fridly Stockly,,POINT(2611311.5660430943 1267155.4220168495),1526,start
14404,P01965,Fridly Stockly,,POINT(2611311.5660430943 1267155.4220168495),1531,present
14405,P01965,Fridly Stockly,,POINT(2611311.9655639525 1267150.2388157153),1533,end
14406,P01966,Petter Ryff,,POINT(2611240.667487821 1266911.699667511),1507,start
14407,P01966,Petter Ryff,,POINT(2611311.5660430943 1267155.4220168495),1531,present
14408,P01966,Petter Ryff,,POINT(2611300.5769687244 1267091.3195164236),1531,present
14409,P01966,Petter Ryff,,POINT(2611311.9655639525 1267150.2388157153),1533,present
14410,P01966,Peter Ryff,amtmann,POINT(2611344.4553238284 1266834.507515271),1540,present
14411,P01966,Petter Ryff,amtmann,POINT(2611311.5660430943 1267155.4220168495),1542,present
14412,P01966,Petter Ryff,,POINT(2611311.5660430943 1267155.4220168495),1543,present
14413,P01966,Peter Ryff,,POINT(2611301.5055459198 1267101.39694501),1557,present
14414,P01966,Peter Ryf,,POINT(2611304.0192142827 1267669.4359981804),1567,present
14415,P01966,Peter Ryff,,POINT(2611208.3098342526 1266886.5457828536),1569,present
14416,P01966,Peter Ryff,,POINT(2611403.264663739 1267270.8391355416),1584,present
14417,P01966,Peter Ryff,professor,POINT(2611288.4844337422 1267240.0293562042),1593,present
14418,P01966,Peter Ryff,,POINT(2611282.8987053293 1266915.3452954032),1619,present
14419,P01966,Petter Ryff,,POINT(2611301.041257322 1267096.3582307168),1640,end
14420,P01967,Theodor Joss,gerber,POINT(2612265.8950527934 1266994.657515771),1584,start
14421,P01967,Theodor hoss,,POINT(2612255.530327496 1266998.4834437615),1586,present
14422,P01967,Theodor Joss,,POINT(2612233.5044854074 1267004.8322952688),1610,present
14423,P01967,Theodor Joss,,POINT(2612255.530327496 1266998.4834437615),1612,end
14424,P01968,Martin Steinmetz,,POINT(2611447.939064321 1267454.0907705107),1610,start
14425,P01968,Martin Steinmetz,,POINT(2611445.0090746223 1267458.3494513184),1610,present
14426,P01968,Martin Steinmetz,,POINT(2611450.7480512788 1267450.232528784),1610,end
14427,P01969,Hanss Bildhauwer,,POINT(2611447.939064321 1267454.0907705107),1610,start
14428,P01969,Hanss Bildhauwer,,POINT(2611445.0090746223 1267458.3494513184),1610,end
14429,P01970,Michell Hugin,,POINT(2611709.5101114893 1267593.0831050696),1610,start
14430,P01970,Michell Hugin,,POINT(2611695.5728030484 1267596.3868750976),1610,present
14431,P01970,Michell Hugin,,POINT(2611701.497143091 1267595.0767065722),1610,end
14432,P01971,Hans Fuchsen,,POINT(2611305.9316829117 1266995.0669809305),1510,start
14433,P01971,Hans Fuchsen,schneider,POINT(2611326.949408857 1267377.8560072002),1534,present
14434,P01971,Hans Fuchsen,schneider,POINT(2611326.949408857 1267377.8560072002),1542,present
14435,P01971,Hans Fuchsen,,POINT(2611326.949408857 1267377.8560072002),1543,end
14436,P01972,ze Ryn,,POINT(2611049.7016684497 1267504.0665531992),1423,start
14437,P01972,ze Ryn,,POINT(2611594.414101945 1267149.6533077715),1479,end
14438,P01973,Hansen Muspach,tischmacher,POINT(2611142.8523480888 1267847.5819310807),1528,start
14439,P01973,Hanns Muspach,tischmacher,POINT(2611044.5546364803 1267360.1061525438),1534,present
14440,P01973,Hanns Muspach,fischmacher,POINT(2611044.5546364803 1267360.1061525438),1540,present
14441,P01973,Hanns Muspach,tischmacher,POINT(2611040.9536320157 1267358.3050252353),1545,present
14442,P01973,Hanns Muspach,,POINT(2611044.5546364803 1267360.1061525438),1546,present
14443,P01973,Hans Muspach,,POINT(2611044.5546364803 1267360.1061525438),1550,present
14444,P01973,Hansen Muspach,tischmacher,POINT(2611049.5070481873 1267362.2711713389),1552,present
14445,P01973,Hanns Muspach,tischmacher,POINT(2611044.5546364803 1267360.1061525438),1554,present
14446,P01973,Hans Muspach,,POINT(2611044.5546364803 1267360.1061525438),1569,end
14447,P01974,Hanns Fritschn,weber,POINT(2610953.983763134 1267313.0727062118),1475,start
14448,P01974,Hanns Fritschin,weber,POINT(2610863.2138912957 1268291.0210348428),1483,present
14449,P01974,Hanns Fritschin,weber,POINT(2610962.2489427333 1267305.3958920303),1492,present
14450,P01974,Hanns Fritschin,schuhmacher,POINT(2611308.106233635 1267212.5028714905),1512,present
14451,P01974,Hansen Fritschin,schuhmacher,POINT(2611308.106233635 1267212.5028714905),1514,present
14452,P01974,Hansen Fritschin,,POINT(2610997.080087227 1267295.9791980437),1516,present
14453,P01974,Hanns Fritschin,gärtner,POINT(2610744.6459636563 1267387.053762196),1521,present
14454,P01974,Hansen Fritschin,,POINT(2610790.152274784 1267362.170648946),1530,end
14455,P01975,Hans Hüttner,gerber,POINT(2611264.1686623464 1267251.1866343042),1500,start
14456,P01975,Hanns Huttner,,POINT(2611266.7447398817 1267267.173083319),1503,present
14457,P01975,Hans Utner,gerber,POINT(2611961.81778666 1266940.32204704),1510,present
14458,P01975,Hanns Hutner,gerber,POINT(2611308.106233635 1267212.5028714905),1512,present
14459,P01975,Hans Hutner,gerber,POINT(2611266.7447398817 1267267.173083319),1514,present
14460,P01975,Hanns Huttner,,POINT(2611266.7447398817 1267267.173083319),1516,present
14461,P01975,Hans Huttner,,POINT(2611266.7447398817 1267267.173083319),1521,present
14462,P01975,Hans Hutner,gerber,POINT(2611266.7447398817 1267267.173083319),1525,present
14463,P01975,Hans Hüttner,,POINT(2611264.1686623464 1267251.1866343042),1531,present
14464,P01975,Hansen Hüettner,gerber,POINT(2611263.406981794 1267246.2595206485),1580,end
14465,P01976,Lorenz Sürli,,POINT(2611308.106233635 1267212.5028714905),1512,start
14466,P01976,Lorenz Sürli,,POINT(2611271.2170136496 1267228.972255183),1516,present
14467,P01976,Lorenz Sürli,,POINT(2610898.6929373452 1268013.7872392004),1517,present
14468,P01976,Lorenz Sürli,,POINT(2611871.6285754023 1267118.607538905),1517,end
14469,P01977,Hieronymus Mäntelin,,POINT(2611210.7678410774 1267490.9972473895),1541,start
14470,P01977,Hieronymus Mentelin,gewandmann,POINT(2611210.7678410774 1267490.9972473895),1561,present
14471,P01977,"Hieronymus , Menthelin",,POINT(2611080.155113859 1267244.9258073969),1590,present
14472,P01977,Hieronymus Mentelin,,POINT(2611036.748130815 1267347.1954213),1599,present
14473,P01977,Hieronymus Mentelin,,POINT(2611080.155113859 1267244.9258073969),1601,present
14474,P01977,Hieronymus Mentelin,rat,POINT(2611424.1119503714 1267174.9846925568),1608,present
14475,P01977,Hieronymus Mentelin,rat,POINT(2611128.051984066 1267682.1938552647),1609,end
14476,P01978,Henman Schaleres,ziegler,POINT(2611629.6423495263 1267882.5549235651),1404,start
14477,P01978,Henman Schälers,ziegler,POINT(2611307.6933183162 1266980.1514946339),1423,present
14478,P01978,henman Schaler,,POINT(2611839.2542761792 1267665.8536785902),1431,present
14479,P01978,Henman Schalers,ziegler,POINT(2611411.063470487 1267258.707280818),1439,present
14480,P01978,Henman Schalers,ziegler,POINT(2611175.269323321 1267493.578538999),1447,present
14481,P01978,Henman Schalers,ziegler,POINT(2611175.269323321 1267493.578538999),1450,present
14482,P01978,Henman Schalers,,POINT(2611505.679069092 1267814.546764256),1451,end
14483,P01979,Joss Hug,,POINT(2611024.457019254 1268022.242952643),1478,start
14484,P01979,Joss Hug,rat,POINT(2611457.39282657 1267386.2921346407),1490,end
14485,P01980,Hans Erhart,krämer,POINT(2611111.9808244845 1267328.2828190587),1420,start
14486,P01980,Hans Erhart,krämer,POINT(2611111.9808244845 1267328.2828190587),1424,present
14487,P01980,Hans Erhartz,,POINT(2611186.9040411916 1267432.6073609442),1427,present
14488,P01980,Hanns Erhartz,hutmacher,POINT(2611196.995731988 1267435.9089473286),1488,present
14489,P01980,Hanns Erhartz,,POINT(2611457.39282657 1267386.2921346407),1490,present
14490,P01980,Hanns Erharts,hutmacher,POINT(2611188.9180378467 1267433.1444267188),1493,end
14491,P01981,Sebastian Küen,oberschreiber,POINT(2611176.680433891 1267665.473967424),1604,start
14492,P01981,Sebastian Küen,,POINT(2611346.024888396 1267263.5075447802),1604,present
14493,P01981,Sebastian Küen,notar|oberschreiber,POINT(2611284.3088644636 1267289.101646712),1604,present
14494,P01981,Sebastian Küen,oberschreiber,POINT(2611063.1750774933 1267384.4515679735),1604,present
14495,P01981,Sebastian Küen,oberschreiber,POINT(2611765.541297964 1267131.206644445),1604,present
14496,P01981,Sebastian Küen,notar|oberschreiber,POINT(2611204.946608928 1267571.6001178664),1604,present
14497,P01981,Sebastian Küen,oberschreiber,POINT(2611482.241518258 1267185.482187923),1604,present
14498,P01981,Sebastian Küen,,POINT(2611035.8454861953 1267356.499468373),1604,present
14499,P01981,Sebastian Küen,oberschreiber,POINT(2611621.431885752 1266812.278375592),1605,present
14500,P01981,Sebastian Küen,oberschreiber,POINT(2611410.2807757515 1267181.1252713334),1605,present
14501,P01981,Sebastian Küen,oberschreiber,POINT(2610817.8119866387 1267426.1460136618),1608,present
14502,P01981,Sebastian Küen,oberschreiber,POINT(2611533.4612204656 1266950.4306402847),1609,present
14503,P01981,Sebastian Küen,oberschreiber,POINT(2611176.680433891 1267665.473967424),1609,present
14504,P01981,Sebastian Küen,oberschreiber,POINT(2611298.5341807804 1267170.4779342075),1611,present
14505,P01981,Sebastian Küen,oberschreiber,POINT(2611150.307750394 1267840.0864877058),1611,present
14506,P01981,Sebastian Küen,oberschreiber,POINT(2611101.3873674753 1267282.559936847),1611,present
14507,P01981,Sebastian Küen,oberschreiber,POINT(2611252.6396125136 1267629.6582172585),1611,present
14508,P01981,Sebastian Küen,oberschreiber,POINT(2610817.8119866387 1267426.1460136618),1611,present
14509,P01981,Sebastian Küen,oberschreiber,POINT(2610930.4019010863 1268203.7104438907),1611,present
14510,P01981,Sebastian Küen,oberschreiber,POINT(2611346.024888396 1267263.5075447802),1611,present
14511,P01981,Sebastian Küen,oberschreiber,POINT(2610811.757743896 1267360.6491370366),1611,present
14512,P01981,Sebastian Küen,oberschreiber,POINT(2610823.321234407 1267394.4267014228),1611,present
14513,P01981,Sebastian Küen,oberschreiber,POINT(2611175.518495461 1267269.028522437),1611,present
14514,P01981,Sebastian Küen,oberschreiber,POINT(2611480.3316316046 1267167.7837042715),1612,present
14515,P01981,Sebastian Küen,oberschreiber,POINT(2611159.3660699786 1267592.4276680811),1612,present
14516,P01981,Sebastian Küen,oberschreiber,POINT(2611295.6058395486 1267291.1017383002),1612,present
14517,P01981,Sebastian Küen,oberschreiber,POINT(2611293.114108056 1267312.048470188),1613,present
14518,P01981,Sebastian Küen,oberschreiber,POINT(2611533.4612204656 1266950.4306402847),1614,present
14519,P01981,Sebastian Küen,oberschreiber,POINT(2611593.902346138 1266953.7358004749),1614,present
14520,P01981,Sebastian Küen,oberschreiber,POINT(2611183.1116775637 1267373.2568821884),1614,present
14521,P01981,Sebastian Küen,oberschreiber,POINT(2610839.2571650376 1267413.0547691856),1614,present
14522,P01981,Sebastian Küen,,POINT(2611191.571314775 1267678.3645423676),1625,present
14523,P01981,Sebastian Küen,rat,POINT(2611423.8106620354 1266819.7236287214),1628,present
14524,P01981,Sebastian Küen,rat,POINT(2611367.163999483 1267237.603307805),1653,end
14525,P01982,Melchior Karpffen,schneider,POINT(2611480.3316316046 1267167.7837042715),1597,start
14526,P01982,Melchior Karpffen,,POINT(2611479.6369357174 1267175.1510803597),1610,present
14527,P01982,Melchior Karpffen,,POINT(2611480.3316316046 1267167.7837042715),1610,present
14528,P01982,Melchior Karpfen,,POINT(2611482.3606314934 1267163.671918343),1610,present
14529,P01982,Melchior Karpffen,schneider,POINT(2611480.3316316046 1267167.7837042715),1612,present
14530,P01982,Melchior Karpffen,schneider,POINT(2611480.3316316046 1267167.7837042715),1615,present
14531,P01982,Melchior Karpfen,schneider,POINT(2611480.3316316046 1267167.7837042715),1619,end
14532,P01983,Gotfrid Kupfernagel,harnischer,POINT(2611161.9616896426 1267493.2038890058),1403,start
14533,P01983,Gotfrid Kupfernagel,harnischer,POINT(2611024.457019254 1268022.242952643),1415,end
14534,P01984,Henman Kupfernagel,,POINT(2610927.920066522 1267655.9331659793),1402,start
14535,P01984,Henman Kupfernagel,harnischer,POINT(2611161.9616896426 1267493.2038890058),1403,present
14536,P01984,Henman Kupfernagel,harnischer,POINT(2611161.7988237753 1267398.1384336762),1403,end
14537,P01985,Heini Mee,,POINT(2611305.611059255 1267219.9957448198),1510,start
14538,P01985,Heinrich Mey,,POINT(2611184.7211569906 1267241.932110083),1531,present
14539,P01985,Heinrich Mey,,POINT(2611305.611059255 1267219.9957448198),1531,present
14540,P01985,Heinrich Mey,,POINT(2611184.7211569906 1267241.932110083),1532,present
14541,P01985,Heinrich Mey,,POINT(2611302.138354082 1267114.9650077126),1540,end
14542,P01986,Andreps Dikhmann,müller,POINT(2611218.6600621203 1267325.8788927363),1636,start
14543,P01986,Andres Dickhemann,,POINT(2612359.619116455 1267138.8375634402),1652,present
14544,P01986,Andres Dickhemann,müller,POINT(2611866.7886348343 1267105.4339340078),1656,present
14545,P01986,Andres Dickhemann,müller,POINT(2612323.070857648 1266976.6668338045),1656,present
14546,P01986,Andres Dickenmann,,POINT(2612319.6625166438 1267136.9558170955),1669,present
14547,P01986,Andres Dickenmann,,POINT(2612359.619116455 1267138.8375634402),1669,present
14548,P01986,Andres Dickenmann,,POINT(2612369.3863391923 1267138.4211243142),1670,end
14549,P01987,Hans Wolfferstorff,schmied,POINT(2611623.0457694726 1267895.688166716),1431,start
14550,P01987,Hansen Wolfferstorff,,POINT(2611623.0457694726 1267895.688166716),1438,present
14551,P01987,Hans Wollferstorf,schmied,POINT(2611616.3527275412 1267862.0859263728),1443,present
14552,P01987,Hans Wolferstorff,schmied,POINT(2611627.6977061178 1267865.9648778955),1450,present
14553,P01987,Hans Wolferstorff,schmied,POINT(2611627.6977061178 1267865.9648778955),1457,present
14554,P01987,Hans Wolferstorff,schmied,POINT(2611616.3527275412 1267862.0859263728),1457,end
14555,P01988,Hans tierstein,hufschmied,POINT(2611445.9490665947 1267214.1957187983),1442,start
14556,P01988,Hans Tierstein,schmied,POINT(2611616.3527275412 1267862.0859263728),1443,end
14557,P01989,Conrat Wesslin,messerschmied,POINT(2611267.2486661673 1267636.3573965584),1477,start
14558,P01989,Conrat Weslin,messerschmied,POINT(2611272.9289737823 1267441.7182579406),1487,present
14559,P01989,Conrat Weslin,,POINT(2611522.7932835002 1267092.135499964),1488,present
14560,P01989,Conrat Wesslin,messerschmied,POINT(2611267.2486661673 1267636.3573965584),1490,present
14561,P01989,Conrat Wesslin,messerschmied,POINT(2611150.307750394 1267840.0864877058),1493,present
14562,P01989,Cunrat Wäslin,stallknecht,POINT(2612405.8532569907 1267136.7931066959),1494,present
14563,P01989,Conrat Wesslin,oberster ratknecht,POINT(2612388.7417826806 1267089.8021047334),1496,present
14564,P01989,Conrat Wesslin,,POINT(2612377.7718379702 1267092.292123658),1496,present
14565,P01989,Conrat Weselin,stallknecht,POINT(2612405.8532569907 1267136.7931066959),1502,present
14566,P01989,Conrat Wesselin,,POINT(2612405.8532569907 1267136.7931066959),1505,present
14567,P01989,Conrat Wesslin,ratsknecht,POINT(2611267.2486661673 1267636.3573965584),1515,end
14568,P01990,Peter Hans Strub,,POINT(2611525.1790936207 1267125.925452245),1422,start
14569,P01990,Peter Hans Strub,,POINT(2611012.3054571017 1267341.4391664772),1440,present
14570,P01990,Peter Hans Strub,,POINT(2611018.3144062036 1267357.4472500612),1441,present
14571,P01990,Peter Hans Struben,,POINT(2611378.796437051 1267115.909104852),1444,present
14572,P01990,Peter Hans Struben,,POINT(2611213.5966638024 1267219.6697492306),1444,present
14573,P01990,Peter Hanns Struben,weinschenk,POINT(2611369.5834826147 1267325.8637931547),1457,present
14574,P01990,Peter Hanns Struben,,POINT(2611525.1790936207 1267125.925452245),1457,present
14575,P01990,Peter Hanns Struben,,POINT(2612195.287369459 1267017.1538758038),1458,present
14576,P01990,Peter hanns Struben,,POINT(2611581.565959828 1266767.892987879),1460,present
14577,P01990,Peter Hans Strub,,POINT(2612056.163896803 1267111.3978315955),1487,present
14578,P01990,Peter Hans Strub,,POINT(2612404.1929544937 1267139.78165119),1487,present
14579,P01990,Peter Hans Strub,,POINT(2612388.7417826806 1267089.8021047334),1487,present
14580,P01990,Peter Hans Struben,,POINT(2612405.8532569907 1267136.7931066959),1494,end
14581,P01991,Peter Wertenmann,,POINT(2611302.553666391 1267120.444083232),1692,start
14582,P01991,Peter Wertenmann,handelsleute,POINT(2611430.900037037 1267955.456378719),1695,end
14583,P01992,Hanss Stürin,spanner,POINT(2611591.631762076 1267762.415102032),1610,start
14584,P01992,Hanss Sturm,spanner,POINT(2611594.6603232594 1267756.7509775853),1610,end
14585,P01993,Jacob Schlosser,,POINT(2611072.654407052 1267369.668129683),1490,start
14586,P01993,Jakob Schlosser,zinsmeister,POINT(2611279.8564657304 1267193.8039663336),1516,present
14587,P01993,Jacob Schlosser,zinsmeister,POINT(2611846.157358967 1267122.3203653921),1518,present
14588,P01993,Jacob Schlosser,schaffner,POINT(2611196.341498096 1267719.0014988114),1527,present
14589,P01993,Jacob Schlosser,schaffner,POINT(2611186.9347174577 1267770.9524488787),1533,present
14590,P01993,Jacob Schlosser,schaffner,POINT(2611349.7305293866 1266875.2559116376),1533,present
14591,P01993,Jacob Schlosser,schaffner,POINT(2611236.557023124 1267319.2338009835),1535,present
14592,P01993,Jacob Schlosser,schaffner,POINT(2611095.7153719636 1267379.3510265045),1536,present
14593,P01993,Jacob Schlosser,,POINT(2611445.4423643774 1267911.5017359634),1537,present
14594,P01993,Jacob Schlosser,schaffner,POINT(2611482.241518258 1267185.482187923),1538,end
14595,P01994,Martin Schölli,sattler,POINT(2611646.828132964 1266892.0588716886),1542,start
14596,P01994,Martin Schölli,,POINT(2611717.2537475326 1266904.6240692101),1556,present
14597,P01994,Martin Schölli,,POINT(2611646.828132964 1266892.0588716886),1556,present
14598,P01994,Martin Schölli,sattler,POINT(2611650.0982150002 1266886.4737424294),1556,present
14599,P01994,Martin Schölli,,POINT(2611662.6879969384 1266867.400184311),1557,present
