dossierid,lat,lon,dist_m,value_schilling,in_kind_share,n_docs
HGB_1_051_050,47.55084,7.591109,752.1056202218205,2462.5,0.05555555555555555,10
HGB_1_051_051,47.550687,7.591049,767.6489588978707,264.0,0.18000000000000002,20
HGB_1_051_052,47.550625,7.591014,773.7251391974277,7.0,0.36666666666666664,18
HGB_1_051_053,47.550564,7.590978,779.8226807877194,14.0,0.31216931216931215,18
HGB_1_051_054,47.550482,7.590926,787.9065141706521,11.5,0.2619047619047619,9
HGB_1_051_055,47.550424,7.590861,793.2718709211778,72.0,0.32333333333333336,10
HGB_1_051_056,47.550216,7.59057,812.0063686441921,38.0,0.39642857142857146,25
HGB_1_051_057,47.550369,7.590774,797.9823722471774,64.33333333333333,0.5,1
HGB_1_051_058,47.550369,7.590774,797.9823722471774,3.5,0.38571428571428573,5
HGB_1_051_059,47.550201,7.590548,813.3717760425757,5742.0,0.16666666666666666,1
HGB_1_051_060,47.55029,7.590673,805.248456733168,210.25,0.25972222222222224,13
HGB_1_051_061,47.550241,7.590601,809.7144294217247,844.0,0.3333333333333333,1
HGB_1_051_062,47.550192,7.59053,814.2285171393396,7.0,0.475,11
HGB_1_051_063,47.550138,7.590459,819.2305686298743,10.5,0.32564102564102565,20
HGB_1_051_064,47.549927,7.590129,839.0713259146517,36.25,0.26166666666666666,12
HGB_1_051_065,47.553515,7.591841,491.1401524205943,90.0,0.04876543209876543,32
HGB_1_051_066,47.55345,7.591806,496.29571995950295,22.5,0.0,24
HGB_1_051_067,47.55345,7.591806,496.29571995950295,157.5,0.0,5
HGB_1_051_068,47.55339,7.591774,501.1036529289905,125.0,0.008333333333333333,34
HGB_1_051_069,47.553342,7.59175,505.0790859688987,729.375,0.0,13
HGB_1_051_070,47.553306,7.591678,506.37177547297836,2000.0,0.0,4
HGB_1_051_071,47.553289,7.591663,507.57126173826776,36.0,0.0,16
HGB_1_051_074,47.551918,7.590967,633.2553122988888,3.0,0.0,37
HGB_1_051_075,47.551856,7.591032,641.1497537198676,4.0,0.2723809523809524,36
HGB_1_051_076,47.551811,7.591022,645.7696579223242,5.0,0.20426356589147288,47
HGB_1_051_077,47.551736,7.590994,653.3501125761104,,,1
HGB_1_051_078,47.551736,7.590994,653.3501125761104,1.8333333333333333,0.0,11
HGB_1_051_079,47.551618,7.590952,665.2410108608694,11.0,0.3409090909090909,16
HGB_1_051_080,47.551618,7.590952,665.2410108608694,18.0,0.0,13
HGB_1_051_081,47.551618,7.590952,665.2410108608694,2.5,0.07211981566820276,35
HGB_1_051_082,47.551453,7.590901,682.1767656399098,5.0,0.35714285714285715,16
HGB_1_051_085,47.551276,7.590938,701.9755643475191,12.0,0.1411111111111111,16
HGB_1_051_086,47.551192,7.590938,710.9835481326645,8.0,0.3927109440267335,128
HGB_1_051_087,47.551192,7.590938,710.9835481326645,8.0,0.3212121212121212,13
HGB_1_051_088,47.551132,7.590933,717.4412527111497,14.0,0.2857142857142857,7
HGB_1_051_089,47.551065,7.590927,724.6455336709784,72.5,0.09166666666666666,12
HGB_1_051_099,47.54997,7.589783,831.5848698174425,,,1
HGB_1_056_005,47.559244,7.587135,238.1110501267421,700.0,0.0,6
HGB_1_056_006,47.559111,7.587159,224.67660023470827,,,2
HGB_1_056_007,47.559087,7.58704,227.48340546663425,,,1
HGB_1_056_008,47.559196,7.587023,238.1535130214869,,,5
HGB_1_056_009,47.559141,7.586965,235.59504006136297,97.5,0.0,18
HGB_1_056_010,47.55928,7.58744,230.4955410169636,964.0,0.0,18
HGB_1_056_011,47.559136,7.58731,221.03890068131193,5132.5,0.0,39
HGB_1_056_012,47.558994,7.587217,211.39173374195954,261.5833333333333,0.078125,24
HGB_1_056_013,47.559037,7.587042,222.8770663118746,1248.75,0.0,9
HGB_1_056_014,47.55913,7.586741,244.83598126261296,40.0,0.06637488328664799,64
HGB_1_056_016,47.559249,7.586771,253.9781428297875,120.0,0.0,50
HGB_1_056_017,47.559347,7.586956,255.00948101396835,240.0,0.0,27
HGB_1_056_021,47.559347,7.586956,255.00948101396835,1.0,0.0,1
HGB_1_056_022,47.559347,7.586956,255.00948101396835,2.75,0.0,2
HGB_1_056_023,47.559356,7.587163,247.76922590255708,49.25,0.1525974025974026,62
HGB_1_056_025,47.559356,7.587163,247.76922590255708,642.0,0.0,1
HGB_1_056_027,47.559192,7.587147,232.6731226344074,385.0,0.16666666666666666,2
HGB_1_056_029,47.559212,7.58737,226.13427997446607,753.0,0.0,35
HGB_1_056_030,47.559193,7.587355,224.83361721819355,23400.0,0.0,2
HGB_1_056_031,47.559229,7.587388,227.1973202277819,,,5
HGB_1_056_033,47.559034,7.587243,213.98773371559702,722.5,0.08492063492063492,24
HGB_1_056_034,47.559073,7.587272,216.4697576892475,167.5,0.033650793650793646,40
HGB_1_056_035,47.559002,7.587163,214.38536063703194,1755.0,0.0,10
HGB_1_056_036,47.559032,7.586961,226.10087195292286,,,1
HGB_1_056_037,47.558999,7.58691,225.6065142019034,762.5,0.0,28
HGB_1_056_038,47.559037,7.586909,228.9672662436855,1546.875,0.0,38
HGB_1_056_040,47.559099,7.586917,234.01419398730982,3.0,0.0,1
HGB_1_056_043,47.559179,7.586761,248.1778454524314,5.0,0.0,21
HGB_1_056_044,47.559323,7.586801,259.3258605120547,180.0,0.0,46
HGB_1_056_045,47.55939,7.586987,257.78356992086384,130.0,0.09688013136288998,31
HGB_1_056_048,47.559329,7.587237,242.37707060160997,2635.0,0.0,9
HGB_1_056_049,47.559395,7.587299,246.6947933976501,80.0,0.0,5
HGB_1_056_050,47.55932,7.587262,240.59046613601348,46.0,0.0,14
HGB_1_056_051,47.55932,7.587262,240.59046613601348,1650.5,0.05555555555555555,8
HGB_1_058_016,47.555157,7.59101,301.93845762100386,95.0,0.0,5
HGB_1_058_017,47.555191,7.590985,297.7597586248215,,,3
HGB_1_058_018,47.556919,7.589324,68.65962748216772,,,2
HGB_1_058_019,47.557007,7.589277,58.62332617870048,27.5,0.0,36
HGB_1_058_020,47.55768,7.58853,35.01353825272698,601.0,0.04127705627705627,63
HGB_1_058_021,47.557628,7.588568,28.63773376272547,4800.0,0.0,31
HGB_1_058_022,47.557572,7.588625,21.089405859515136,12620.0,0.0,17
HGB_1_058_024,47.557512,7.588689,12.787913737136803,18000.0,0.0,34
HGB_1_058_025,47.557491,7.588711,9.930655492744483,40.0,0.0,3
HGB_1_058_026,47.557442,7.588762,3.3270188034536066,11100.0,0.0,17
HGB_1_058_027,47.557398,7.588806,2.6055113932953278,390.0,0.0,39
HGB_1_058_028,47.557362,7.588854,7.985391662422718,3300.0,0.0,23
HGB_1_058_029,47.557318,7.588926,15.202638110934537,4.5,0.0,27
HGB_1_058_030,47.557277,7.589006,22.63733714854247,13365.75,0.0,21
HGB_1_058_031,47.55724,7.589083,29.743017505272938,12696.0,0.0,12
HGB_1_058_032,47.557199,7.589156,36.813305384057344,12540.125,0.0,52
HGB_1_058_033,47.557141,7.589256,46.78041873334764,,,6
HGB_1_058_034,47.557057,7.589351,58.361408437512004,4672.5,0.0,34
HGB_1_058_035,47.557104,7.589715,77.9440096593758,12000.0,0.0,46
HGB_1_058_036,47.556899,7.58948,77.72674110757468,267.0,0.0,16
HGB_1_058_037,47.55694,7.589448,72.74753026884868,3180.0,0.058823529411764705,30
HGB_1_058_038,47.556879,7.589513,81.07034600427095,2100.0,0.09684265010351967,33
HGB_1_058_039,47.557038,7.589815,88.01167262160753,23.0,0.2482804232804233,19
HGB_1_058_040,47.556833,7.58999,111.33935076849669,160000.0,0.0,9
HGB_1_058_041,47.556884,7.589946,105.37704129437286,150.0,0.0,25
HGB_1_058_042,47.556644,7.58973,111.4687066132544,5040.0,0.0,17
HGB_1_058_043,47.556567,7.589831,122.93264325562569,6600.0,0.0,25
HGB_1_058_044,47.556525,7.589844,127.20816569321445,3150.0,0.0,34
HGB_1_058_045,47.556475,7.589896,134.00048754487727,864.0,0.02631578947368421,33
HGB_1_058_046,47.556414,7.589953,142.00984591770586,5400.0,0.08333333333333333,35
HGB_1_058_047,47.556343,7.590011,150.9044423025165,7.5,0.1288888888888889,51
HGB_1_058_048,47.556281,7.590057,158.44929174404766,3150.0,0.0,36
HGB_1_058_049,47.556218,7.590109,166.41323901623565,2010.0,0.0,12
HGB_1_058_050,47.556126,7.590211,179.16470368299215,10.0,0.0,23
HGB_1_058_052,47.556126,7.590211,179.16470368299215,14.333333333333334,0.009523809523809523,45
HGB_1_058_053,47.556126,7.590211,179.16470368299215,8259.5,0.041666666666666664,18
HGB_1_058_054,47.556126,7.590211,179.16470368299215,10.0,0.17314814814814816,20
HGB_1_058_055,47.556062,7.590286,188.28302567297513,675.1666666666667,0.04285714285714286,34
HGB_1_058_056,47.556034,7.590314,191.9890888695836,15.666666666666666,0.00847457627118644,70
HGB_1_058_057,47.556006,7.590341,195.71662580762126,11.5,0.012121212121212121,127
HGB_1_058_058,47.55597,7.59037,200.25580726496838,100.0,0.0,37
HGB_1_058_059,47.555916,7.5904,206.39910624028255,225.0,0.0,59
HGB_1_058_060,47.555873,7.590435,211.84178566421372,2765.0,0.08333333333333333,30
HGB_1_058_061,47.555826,7.590469,217.60773213204038,48.0,0.0,50
HGB_1_058_062,47.555829,7.5905,218.67915095696682,46.0,0.0,3
HGB_1_058_063,47.555891,7.590684,221.78304743997273,,,3
HGB_1_058_064,47.555782,7.590512,223.45787254891633,80.0,0.019230769230769232,30
HGB_1_058_065,47.555737,7.590545,229.00319579923337,40.0,0.053030303030303025,51
HGB_1_058_066,47.555663,7.590598,237.95733105980906,3.0,0.0,10
HGB_1_058_067,47.555587,7.590671,248.04035638171618,108.66666666666666,0.06916666666666667,47
HGB_1_058_068,47.555543,7.590702,253.41984679523944,30.0,0.1469551282051282,59
HGB_1_058_069,47.555495,7.590747,259.70653939803276,9.0,0.0,26
HGB_1_058_070,47.555437,7.590791,266.8925168550394,20.0,0.028042328042328042,65
HGB_1_058_071,47.555372,7.590835,274.7755822351348,95.0,0.04656862745098039,42
HGB_1_058_072,47.555125,7.591157,311.15607995599754,30.0,0.05881211180124223,103
HGB_1_058_073,47.555088,7.591184,315.688293479774,23.0,0.08016877637130801,85
HGB_1_058_074,47.555046,7.591211,320.7154549786396,30.0,0.0,38
HGB_1_058_075,47.555015,7.591243,324.9161183256679,125.0,0.06436781609195402,33
HGB_1_058_077,47.554982,7.591278,329.3653351410868,138.0,0.0,42
HGB_1_058_078,47.554949,7.591316,334.03268267481855,5.5,0.0,18
HGB_1_058_079,47.554918,7.591385,339.81698295768274,100.0,0.0,31
HGB_1_058_080,47.554893,7.591459,345.35508234564145,48.0,0.0,31
HGB_1_058_082,47.55487,7.591539,350.9503992913921,98.5,0.008333333333333333,38
HGB_1_058_083,47.554608,7.591617,378.1735224127432,18.0,0.0,25
HGB_1_058_084,47.554586,7.591631,380.74889456905754,1104.5,0.01875,26
HGB_1_058_085,47.554564,7.591644,383.3249600766585,32.0,0.0,34
HGB_1_058_086,47.554495,7.591694,391.7514690944234,581.0,0.0,4
HGB_1_058_087,47.554538,7.591664,386.5787158197958,37.0,0.0,31
HGB_1_058_088,47.554482,7.5917,393.2046465125442,62.5,0.0,28
HGB_1_058_089,47.554444,7.59172,397.56655196915364,2100.0,0.0,21
HGB_1_058_090,47.554382,7.591771,405.39712636933683,22.375,0.0,54
HGB_1_058_092,47.554331,7.59181,411.798463488341,3300.0,0.0,19
HGB_1_058_093,47.554288,7.591844,417.17370523914843,125.0,0.0,33
HGB_1_058_094,47.55423,7.591889,424.40124102862626,4874.083333333333,0.0,26
HGB_1_058_095,47.554192,7.591917,429.1164076417004,600.0,0.0,3
HGB_1_058_097,47.554153,7.591944,433.8324153703702,12600.0,0.0,16
HGB_1_058_099,47.554093,7.591985,441.13079115655717,100.0,0.0,77
HGB_1_058_100,47.554073,7.591999,443.5641530889096,9.0,0.18522167487684726,69
HGB_1_058_101,47.553991,7.592204,459.7371635987523,,,5
HGB_1_058_102,47.557592,7.588409,34.55401295225501,184.0,0.0,2
HGB_1_058_103,47.55763,7.588372,39.24508785669627,80.0,0.0,10
HGB_1_058_104,47.55763,7.588372,39.24508785669627,2400.0,0.0,12
HGB_1_058_105,47.557592,7.588409,34.55401295225501,184.0,0.0,4
HGB_1_058_106,47.557558,7.588443,30.383406066826335,6080.0,0.0,10
HGB_1_058_107,47.557592,7.588409,34.55401295225501,6300.0,0.06666666666666667,4
HGB_1_058_108,47.55763,7.588372,39.24508785669627,240.0,0.0,22
HGB_1_058_109,47.55757,7.588369,35.878738195448264,161.875,0.0,27
HGB_1_058_110,47.557518,7.5885,24.47395043577476,1451.25,0.0,7
HGB_1_058_111,47.557497,7.588517,22.36784585416891,1250.0,0.03095238095238095,54
HGB_1_058_112,47.557453,7.588559,17.790546142089635,171.5,0.08333333333333333,2
HGB_1_058_113,47.557535,7.588473,27.15078008583541,54.0,0.02238095238095238,39
HGB_1_058_114,47.55744,7.588576,16.325129159273004,2095.5,0.0,37
HGB_1_058_116,47.557366,7.588661,11.380371890306067,1062.0,0.125,2
HGB_1_058_117,47.55739,7.588633,12.31297039086672,12511.0,0.03571428571428571,22
HGB_1_058_118,47.557405,7.588617,13.114319999103364,1660.375,0.0,2
HGB_1_058_120,47.557484,7.588531,20.82328580206287,20100.0,0.0,14
HGB_1_058_122,47.557319,7.588722,12.260676605348843,665.0,0.06825396825396825,45
HGB_1_058_123,47.557295,7.588753,14.104012189276958,1200.0,0.0,1
HGB_1_058_125,47.557268,7.588772,16.881179786083862,110.0,0.04047619047619048,47
HGB_1_058_127,47.557306,7.588739,13.12523269349802,14700.0,0.0,26
HGB_1_058_128,47.557186,7.588908,27.434172768931674,504.0,0.0,10
HGB_1_058_130,47.557186,7.588908,27.434172768931674,1920.0,0.0,6
HGB_1_058_131,47.557186,7.588908,27.434172768931674,4260.0,0.0,3
HGB_1_058_132,47.557153,7.588952,31.95863467445216,13782.0,0.0,21
HGB_1_058_133,47.557056,7.589083,45.957422906440655,9000.0,0.0,33
HGB_1_058_134,47.557017,7.589125,51.33435465294487,1220.0,0.0,48
HGB_1_058_135,47.556962,7.589156,57.841396965844616,5579.0,0.0,5
HGB_1_058_136,47.556938,7.58919,61.410002790696446,31104.0,0.0,25
HGB_1_058_137,47.556916,7.589212,64.29666570049758,1810.0,0.0,14
HGB_1_058_138,47.55688,7.589169,66.42341249249189,815.0,0.0,11
HGB_1_058_139,47.556812,7.589399,81.56521328720964,32.0,0.25,10
HGB_1_058_140,47.556826,7.589373,79.21636460410215,64.0,0.13154761904761905,41
HGB_1_058_141,47.55679,7.58942,84.49786603071766,45.0,0.19999999999999998,20
HGB_1_058_142,47.556762,7.58946,88.77653425312543,1510.0,0.0,28
HGB_1_058_143,47.556702,7.589529,97.21199179568828,45.0,0.0,34
HGB_1_058_146,47.556634,7.589604,106.64730424234695,6480.0,0.02631578947368421,28
HGB_1_058_147,47.55661,7.589629,109.90412356319445,25.5,0.0,10
HGB_1_058_148,47.556587,7.589655,113.16100361577107,36.0,0.0,37
HGB_1_058_149,47.556575,7.589635,113.3565156816353,3132.25,0.0,9
HGB_1_058_150,47.556491,7.589413,113.38848892902418,51.0,0.0,6
HGB_1_058_151,47.556397,7.589132,116.5580331655312,230.0,0.0,8
HGB_1_058_152,47.556549,7.58969,118.1419814455527,1377.5,0.11078431372549019,51
HGB_1_058_153,47.556487,7.589752,126.37144315805962,48.99999999999999,0.11428571428571428,9
HGB_1_058_154,47.556396,7.589836,138.3409008591236,5074.0,0.0,32
HGB_1_058_155,47.556419,7.589815,135.34831338931284,80.0,0.0,26
HGB_1_058_156,47.556364,7.589867,142.61650024568144,140.0,0.09999999999999999,27
HGB_1_058_157,47.556261,7.589948,155.51637179743258,26335.25,0.022893772893772892,24
HGB_1_058_158,47.556292,7.589925,151.64997371894466,1635.0,0.0,2
HGB_1_058_159,47.556274,7.589862,150.72915705504653,700.0,0.0,1
HGB_1_058_160,47.556292,7.589925,151.64997371894466,1140.5,0.05,4
HGB_1_058_161,47.556195,7.589999,163.73842108038556,5400.0,0.0,7
HGB_1_058_162,47.556116,7.590083,174.51721425917802,180.0,0.0,20
HGB_1_058_163,47.556116,7.590083,174.51721425917802,90.0,0.045454545454545456,18
HGB_1_058_164,47.556101,7.590097,176.53106441587028,5.0,0.027777777777777776,7
HGB_1_058_165,47.556053,7.590136,182.5733604659451,2350.0,0.0,28
HGB_1_058_166,47.556014,7.590172,187.6942178903465,1218.0,0.016666666666666666,14
HGB_1_058_167,47.55598,7.590209,192.3865880649258,1513.75,0.09166666666666666,18
HGB_1_058_168,47.555944,7.59024,196.99331478759242,269.0,0.0,40
HGB_1_058_169,47.55587,7.590302,206.42960455595502,2152.5,0.0,34
HGB_1_058_170,47.555764,7.590379,219.52964223877925,5.0,0.0,19
HGB_1_058_171,47.555679,7.590444,230.1103610694684,631.125,0.008333333333333333,40
HGB_1_058_172,47.555582,7.590537,242.9315881763315,212.0,0.0,34
HGB_1_058_173,47.555525,7.590588,250.35584870095036,1260.0,0.0,39
HGB_1_058_174,47.555513,7.590597,251.8436396508188,341.0,0.29166666666666663,2
HGB_1_058_175,47.555477,7.590624,256.30756053115766,5.0,0.004464285714285714,39
HGB_1_058_176,47.555431,7.590657,261.94917312068594,100.0,0.030405405405405407,46
HGB_1_058_177,47.555383,7.590695,267.9820367065639,765.0,0.038141025641025644,30
HGB_1_058_178,47.555246,7.590795,284.8875197179297,28.0,0.0025745257452574524,91
HGB_1_058_180,47.555242,7.590756,283.71991451869957,961.0,0.0,1
HGB_1_058_181,47.555246,7.590795,284.8875197179297,309.0,0.0,2
HGB_1_058_182,47.55519,7.59082,291.1496660250377,3259.65,0.018939393939393936,43
HGB_1_058_183,47.55511,7.590891,301.55515078431574,452.5,0.05555555555555555,8
HGB_1_058_184,47.555117,7.59087,300.0813037965399,165.0,0.0,11
HGB_1_058_185,47.555135,7.590858,297.8480767466313,450.5,0.12142857142857143,15
HGB_1_058_186,47.555117,7.59087,300.0813037965399,60.0,0.0,8
HGB_1_058_187,47.554872,7.591261,338.76300343639576,20.0,0.1522222222222222,21
HGB_1_058_188,47.55484,7.591296,343.26626496704125,1.5,0.0,56
HGB_1_058_189,47.55481,7.591333,347.5497330631346,706.5,0.011363636363636364,26
HGB_1_058_190,47.554773,7.591378,352.82652720485765,229.0,0.0,33
HGB_1_058_192,47.554727,7.591413,358.6063455376804,990.0,0.005952380952380952,26
HGB_1_058_193,47.554537,7.591509,380.2598812491138,165.0,0.0,15
HGB_1_058_194,47.554463,7.591556,389.10538637796026,75.0,0.03229376257545272,93
HGB_1_058_196,47.554448,7.591564,390.8149207145841,1185.0625,0.03333333333333333,6
HGB_1_058_197,47.554403,7.591587,395.9458598031877,100.0,0.009259259259259259,35
HGB_1_058_198,47.554362,7.591608,400.63971502945793,7.0,0.0,106
HGB_1_058_199,47.554299,7.591622,407.2081911362071,640.0416666666667,0.0125,34
HGB_1_058_200,47.554229,7.591623,413.8921402256779,1256.0,0.0,9
HGB_1_058_201,47.554229,7.591659,415.26879909150864,9000.0,0.0,34
HGB_1_058_202,47.554229,7.591695,416.65855855118156,3075.0,0.0,4
HGB_1_058_203,47.554076,7.591832,436.5694492093672,46.0,0.15878787878787878,62
HGB_1_058_204,47.554015,7.591862,443.5134227893155,2184.1666666666665,0.0,25
HGB_1_062_005,47.556448,7.586428,208.03752158205344,,,1
HGB_1_062_006,47.556563,7.586354,206.62073066865733,100.0,0.041666666666666664,4
HGB_1_062_007,47.556705,7.586247,207.25831649508248,335.5,0.0,14
HGB_1_062_013,47.556655,7.586242,209.79614616539712,25500.0,0.0,16
HGB_1_062_014,47.556625,7.586252,210.47247575894195,205.0,0.05208333333333333,13
HGB_1_062_015,47.556575,7.586268,211.81177506084,10.0,0.20833333333333334,16
HGB_1_062_016,47.556729,7.586364,198.08021601038277,8040.0,0.037037037037037035,18
HGB_1_062_017,47.556782,7.586382,194.66343655061684,3979.5,0.0625,15
HGB_1_062_018,47.5567,7.586368,199.10708405638528,1921.125,0.25,2
HGB_1_062_020,47.556611,7.58638,202.4824662720588,100.0,0.0,17
HGB_1_062_021,47.55664,7.586376,201.3090149690744,93.0,0.1835978835978836,12
HGB_1_062_022,47.556586,7.586424,200.78843925239778,106.0,0.12777777777777777,16
HGB_1_062_023,47.556302,7.586478,213.86128514906065,285.0,0.16395987525019784,40
HGB_1_062_024,47.55622,7.586527,216.38372378501032,7.0,0.0,23
HGB_1_062_025,47.556538,7.586297,211.7116093163227,68.0,0.09216616716616716,70
HGB_1_062_026,47.556464,7.586307,214.94984032125066,900.0,0.0,39
HGB_1_062_027,47.556323,7.586291,224.15947581240613,756.5,0.06666666666666667,5
HGB_1_062_028,47.556298,7.586281,226.29440387165516,13.0,0.02803030303030303,27
HGB_1_062_029,47.556273,7.58627,228.5759994743952,372.0,0.0,7
HGB_1_063_009,47.557004,7.588311,58.55049631581733,,,5
HGB_1_063_010,47.556921,7.58833,65.38810328413375,,,2
HGB_1_063_011,47.555964,7.58848,163.4939604367668,,,4
HGB_1_063_012,47.556848,7.588386,70.36907485382844,57.5,0.09649122807017543,54
HGB_1_063_013,47.5576,7.588058,58.639750772952624,1277.5,0.03333333333333333,22
HGB_1_063_014,47.5576,7.588058,58.639750772952624,506.0,0.05555555555555555,31
HGB_1_063_015,47.557535,7.588061,56.36946370136327,,,1
HGB_1_063_017,47.557471,7.588064,54.942084619139614,158.0,0.010869565217391304,24
HGB_1_063_019,47.557438,7.588082,53.327583089656834,2695.0,0.024999999999999998,32
HGB_1_063_020,47.557412,7.588098,52.096028193301244,1260.0,0.075,9
HGB_1_063_021,47.557371,7.588128,50.13842470026275,2695.0,0.0,18
HGB_1_063_022,47.557384,7.588118,50.740839244780325,1350.0,0.0,1
HGB_1_063_023,47.557328,7.588157,48.77300789643729,1260.0,0.0,5
HGB_1_063_024,47.557201,7.588242,47.9132026423132,25.0,0.0,66
HGB_1_063_026,47.556887,7.58848,63.5912732352053,6395.0,0.0,30
HGB_1_063_027,47.556776,7.588555,73.66289710497409,150.0,0.0,42
HGB_1_063_028,47.556581,7.588624,94.04943355643738,6330.0,0.10606060606060605,15
HGB_1_063_029,47.55652,7.588641,100.56877138784444,85.0,0.12063492063492062,24
HGB_1_063_030,47.556465,7.588664,106.48555975837704,3685.0,0.0,17
HGB_1_063_032,47.556394,7.588681,114.26643993272108,35.02083333333333,0.09933862433862434,43
HGB_1_063_033,47.556426,7.588674,110.81531374034535,16.0,0.0162962962962963,54
HGB_1_063_034,47.556339,7.588692,120.2920017389817,1260.0,0.1140952380952381,33
HGB_1_063_035,47.556279,7.588701,126.92079712824199,110.0,0.043321113410399126,65
HGB_1_063_036,47.556237,7.588706,131.57115479004491,11.125,0.07071123321123321,93
HGB_1_063_037,47.556198,7.588703,135.93435075020776,1033.5,0.06944444444444443,7
HGB_1_063_038,47.556162,7.588704,139.92081241484615,1230.0,0.20555555555555555,13
HGB_1_063_039,47.556121,7.588695,144.53414912723102,1200.0,0.04298245614035088,25
HGB_1_063_040,47.556081,7.588709,148.94927113077796,15.0,0.22395833333333331,23
HGB_1_063_041,47.556034,7.588719,154.16196686984117,200.0,0.02631578947368421,21
HGB_1_063_042,47.555988,7.588729,159.19260383672332,1730.0,0.0,34
HGB_1_063_043,47.555923,7.588747,166.35885060613708,2340.0,0.0,12
HGB_1_063_045,47.555927,7.588839,165.99225939702262,,,1
HGB_1_063_046,47.555934,7.58891,165.40738208363177,60.5,0.0,14
HGB_1_063_047,47.555923,7.588747,166.35885060613708,1421.5,0.19999999999999998,16
HGB_1_063_048,47.555885,7.588752,170.5977793928785,130.0,0.308289241622575,33
HGB_1_063_049,47.55585,7.588756,174.51812542281417,4162.5,0.020833333333333332,21
HGB_1_063_050,47.55581,7.588766,178.93035971590865,3.75,0.17777777777777778,41
HGB_1_063_051,47.55581,7.588766,178.93035971590865,7.5,0.14435185185185184,64
HGB_1_063_052,47.555746,7.588777,186.08716423766893,40.0,0.003472222222222222,83
HGB_1_063_053,47.555698,7.588792,191.41671575108506,50.0,0.0,48
HGB_1_063_054,47.555645,7.588822,197.31784786902742,18.75,0.00980392156862745,48
HGB_1_063_055,47.555658,7.588814,195.84032428842434,30.0,0.11153846153846153,14
HGB_1_063_056,47.555629,7.588827,199.06978997050163,20.625,0.0,17
HGB_1_063_057,47.555582,7.588843,204.32986546012464,18.5,0.051207729468599035,31
HGB_1_063_058,47.555598,7.588838,202.57581715113105,51.25,0.14847416097416097,43
HGB_1_063_059,47.555569,7.58885,205.77792916310676,4260.0,0.0,15
HGB_1_063_060,47.55553,7.588871,210.12897060788944,19.75,0.18521021021021022,43
HGB_1_063_061,47.555497,7.588884,213.83756875715014,41.5,0.0,49
HGB_1_063_062,47.555464,7.588896,217.53457109987178,8.75,0.07142857142857142,74
HGB_1_063_063,47.555433,7.588912,221.00572369575875,11.5,0.14935064935064934,26
HGB_1_063_064,47.555399,7.588922,224.8383533600935,68.75,0.04249762583095916,30
HGB_1_063_065,47.555366,7.588955,228.60566792776137,200.0,0.236036036036036,49
HGB_1_063_066,47.555323,7.588971,233.5136057097761,3790.0,0.15384615384615385,15
HGB_1_063_067,47.555289,7.588989,237.37625949538005,10.0,0.18505291005291002,60
HGB_1_063_068,47.555274,7.589001,239.0599616834312,20.5,0.05,8
HGB_1_063_069,47.555259,7.589012,240.74620210388898,30.0,0.0,43
HGB_1_063_070,47.555228,7.589044,244.37002360747852,125.0,0.05805471124620061,54
HGB_1_063_071,47.555236,7.589036,243.46238534829973,757.5,0.0,6
HGB_1_063_072,47.555218,7.589057,245.52989642832372,962.0,0.19444444444444442,3
HGB_1_063_073,47.557558,7.587887,69.72864490524707,163.33333333333331,0.0,1
HGB_1_063_074,47.557576,7.587869,71.51707598551081,860.0,0.0,14
HGB_1_063_075,47.557545,7.587895,68.84220918631347,719.8,0.0,42
HGB_1_063_076,47.557508,7.587919,66.31634511985344,284.0,0.0,18
HGB_1_063_077,47.557479,7.587936,64.62124718555707,60.0,0.0,57
HGB_1_063_078,47.557451,7.587949,63.39639167002253,123.0,0.0,39
HGB_1_063_079,47.557413,7.587973,61.51418578023036,6960.0,0.0,17
HGB_1_063_082,47.557351,7.588005,59.597506891700384,175.0,0.06578947368421052,58
HGB_1_063_083,47.55726,7.588047,58.67367821220442,300.0,0.0,24
HGB_1_063_084,47.557165,7.588093,59.625506284889646,302.5,0.059870129870129865,83
HGB_1_063_085,47.557101,7.588128,61.17283724767627,180.0,0.0,35
HGB_1_063_086,47.557046,7.58815,63.62609899797745,151.5,0.14686813186813186,74
HGB_1_063_087,47.556995,7.588168,66.5103313645815,49.33333333333333,0.05317460317460317,37
HGB_1_063_088,47.556798,7.587584,114.05528924868526,85.0,0.0,27
HGB_1_063_089,47.556902,7.588208,72.3360125591496,14.833333333333332,0.0,64
HGB_1_063_090,47.556852,7.588231,75.86196585548069,4420.0,0.029365079365079365,30
HGB_1_063_092,47.556793,7.588265,80.11453586362646,37.125,0.11698717948717949,59
HGB_1_063_093,47.55672,7.588451,81.85106200086858,150.0,0.032163742690058485,25
HGB_1_063_095,47.55672,7.588451,81.85106200086858,1580.0,0.29166666666666663,2
HGB_1_063_097,47.556654,7.588487,88.12603156975403,3517.5,0.0,19
HGB_1_063_098,47.556618,7.588502,91.73123548931376,10130.0,0.0,3
HGB_1_063_099,47.556582,7.588517,95.38137383062953,3150.0,0.0,6
HGB_1_063_100,47.555724,7.588294,192.14947643172206,400.0,0.0,6
HGB_1_063_101,47.556323,7.588137,131.38026276651325,1890.0,0.0,4
HGB_1_063_102,47.556326,7.588543,122.91492383254491,3895.25,0.006944444444444444,31
HGB_1_063_103,47.556275,7.588557,128.40499526540125,69.0,0.05456989247311828,70
